id,polarity
2493,negative
2494,positive
2495,positive
2496,positive
2497,positive
2498,negative
2499,positive
2500,positive
2501,negative
2502,positive
2503,negative
2504,positive
2505,positive
2506,positive
2507,positive
2508,negative
2509,negative
2510,positive
2511,neutral
2512,positive
2513,negative
2514,positive
2515,positive
2516,positive
2517,positive
2518,positive
2519,positive
2520,positive
2521,positive
2522,negative
2523,positive
2524,positive
2525,positive
2526,positive
2527,negative
2528,positive
2529,positive
2530,positive
2531,positive
2532,positive
2533,positive
2534,positive
2535,positive
2536,negative
2537,positive
2538,positive
2539,positive
2540,positive
2541,positive
2542,positive
2543,positive
2544,positive
2545,positive
2546,positive
2547,positive
2548,positive
2549,positive
2550,positive
2551,positive
2552,positive
2553,positive
2554,positive
2555,positive
2556,negative
2557,negative
2558,neutral
2559,positive
2560,negative
2561,positive
2562,positive
2563,negative
2564,negative
2565,positive
2566,negative
2567,negative
2568,negative
2569,positive
2570,positive
2571,positive
2572,positive
2573,negative
2574,positive
2575,positive
2576,negative
2577,positive
2578,positive
2579,positive
2580,neutral
2581,positive
2582,negative
2583,positive
2584,positive
2585,negative
2586,positive
2587,negative
2588,negative
2589,positive
2590,positive
2591,positive
2592,negative
2593,positive
2594,positive
2595,positive
2596,positive
2597,positive
2598,positive
2599,positive
2600,positive
2601,positive
2602,negative
2603,positive
2604,negative
2605,positive
2606,negative
2607,positive
2608,positive
2609,positive
2610,positive
2611,positive
2612,negative
2613,positive
2614,positive
2615,neutral
2616,positive
2617,positive
2618,positive
2619,negative
2620,negative
2621,positive
2622,negative
2623,positive
2624,negative
2625,positive
2626,positive
2627,negative
2628,positive
2629,negative
2630,negative
2631,positive
2632,positive
2633,positive
2634,negative
2635,positive
2636,negative
2637,positive
2638,positive
2639,negative
2640,positive
2641,positive
2642,negative
2643,positive
2644,negative
2645,positive
2646,positive
2647,negative
2648,positive
2649,positive
2650,positive
2651,negative
2652,positive
2653,positive
2654,positive
2655,positive
2656,positive
2657,negative
2658,positive
2659,positive
2660,positive
2661,negative
2662,positive
2663,positive
2664,positive
2665,negative
2666,positive
2667,neutral
2668,negative
2669,negative
2670,positive
2671,positive
2672,positive
2673,neutral
2674,positive
2675,positive
2676,positive
2677,negative
2678,negative
2679,positive
2680,negative
2681,positive
2682,positive
2683,negative
2684,negative
2685,neutral
2686,negative
2687,negative
2688,negative
2689,positive
2690,positive
2691,positive
2692,negative
2693,positive
2694,positive
2695,positive
2696,negative
2697,positive
2698,positive
2699,positive
2700,positive
2701,positive
2702,positive
2703,positive
2704,positive
2705,neutral
2706,positive
2707,negative
2708,positive
2709,negative
2710,positive
2711,positive
2712,positive
2713,negative
2714,negative
2715,positive
2716,positive
2717,negative
2718,positive
2719,positive
2720,positive
2721,positive
2722,negative
2723,negative
2724,positive
2725,positive
2726,positive
2727,positive
2728,negative
2729,negative
2730,negative
2731,negative
2732,positive
2733,negative
2734,positive
2735,positive
2736,negative
2737,positive
2738,positive
2739,negative
2740,positive
2741,negative
2742,positive
2743,negative
2744,positive
2745,negative
2746,positive
2747,positive
2748,positive
2749,negative
2750,negative
2751,negative
2752,negative
2753,neutral
2754,positive
2755,positive
2756,positive
2757,positive
2758,negative
2759,positive
2760,positive
2761,negative
2762,positive
2763,positive
2764,positive
2765,positive
2766,positive
2767,positive
2768,positive
2769,positive
2770,positive
2771,positive
2772,positive
2773,negative
2774,negative
2775,positive
2776,positive
2777,positive
2778,positive
2779,positive
2780,positive
2781,negative
2782,positive
2783,positive
2784,positive
2785,negative
2786,positive
2787,positive
2788,positive
2789,positive
2790,positive
2791,positive
2792,negative
2793,positive
2794,negative
2795,negative
2796,positive
2797,positive
2798,negative
2799,positive
2800,negative
2801,positive
2802,positive
2803,positive
2804,positive
2805,positive
2806,positive
2807,positive
2808,negative
2809,positive
2810,negative
2811,positive
2812,negative
2813,negative
2814,negative
2815,negative
2816,positive
2817,positive
2818,negative
2819,positive
2820,positive
2821,positive
2822,positive
2823,positive
2824,negative
2825,negative
2826,positive
2827,positive
2828,positive
2829,positive
2830,positive
2831,positive
2832,positive
2833,negative
2834,negative
2835,positive
2836,positive
2837,negative
2838,negative
2839,negative
2840,negative
2841,negative
2842,positive
2843,positive
2844,negative
2845,positive
2846,positive
2847,negative
2848,positive
2849,positive
2850,positive
2851,positive
2852,positive
2853,negative
2854,positive
2855,negative
2856,negative
2857,positive
2858,positive
2859,positive
2860,positive
2861,negative
2862,positive
2863,positive
2864,positive
2865,negative
2866,positive
2867,positive
2868,positive
2869,positive
2870,positive
2871,negative
2872,positive
2873,positive
2874,negative
2875,positive
2876,positive
2877,positive
2878,positive
2879,positive
2880,positive
2881,negative
2882,negative
2883,positive
2884,positive
2885,positive
2886,positive
2887,positive
2888,negative
2889,positive
2890,positive
2891,positive
2892,positive
2893,negative
2894,negative
2895,positive
2896,negative
2897,positive
2898,positive
2899,positive
2900,neutral
2901,positive
2902,positive
2903,positive
2904,positive
2905,positive
2906,positive
2907,negative
2908,positive
2909,positive
2910,positive
2911,positive
2912,negative
2913,positive
2914,positive
2915,negative
2916,positive
2917,positive
2918,positive
2919,positive
2920,negative
2921,positive
2922,positive
2923,positive
2924,negative
2925,negative
2926,positive
2927,positive
2928,positive
2929,negative
2930,positive
2931,positive
2932,negative
2933,positive
2934,positive
2935,positive
2936,negative
2937,negative
2938,positive
2939,positive
2940,positive
2941,positive
2942,negative
2943,positive
2944,positive
2945,negative
2946,negative
2947,positive
2948,negative
2949,positive
2950,positive
2951,negative
2952,positive
2953,positive
2954,positive
2955,negative
2956,positive
2957,positive
2958,positive
2959,positive
2960,negative
2961,negative
2962,positive
2963,positive
2964,negative
2965,positive
2966,positive
2967,positive
2968,negative
2969,positive
2970,positive
2971,positive
2972,positive
2973,positive
2974,positive
2975,positive
2976,positive
2977,positive
2978,positive
2979,positive
2980,negative
2981,negative
2982,negative
2983,positive
2984,negative
2985,negative
2986,positive
2987,positive
2988,positive
2989,negative
2990,negative
2991,positive
2992,positive
2993,negative
2994,positive
2995,negative
2996,positive
2997,negative
2998,positive
2999,positive
3000,negative
3001,positive
3002,positive
3003,negative
3004,positive
3005,positive
3006,positive
3007,positive
3008,positive
3009,positive
3010,negative
3011,positive
3012,positive
3013,positive
3014,neutral
3015,positive
3016,positive
3017,positive
3018,positive
3019,positive
3020,negative
3021,positive
3022,positive
3023,positive
3024,positive
3025,positive
3026,positive
3027,positive
3028,positive
3029,positive
3030,positive
3031,positive
3032,positive
3033,positive
3034,positive
3035,negative
3036,negative
3037,negative
3038,negative
3039,negative
3040,positive
3041,positive
3042,positive
3043,positive
3044,positive
3045,positive
3046,positive
3047,negative
3048,positive
3049,positive
3050,positive
3051,positive
3052,negative
3053,negative
3054,positive
3055,negative
3056,positive
3057,negative
3058,positive
3059,positive
3060,negative
3061,negative
3062,positive
3063,positive
3064,negative
3065,negative
3066,positive
3067,negative
3068,negative
3069,negative
3070,positive
3071,positive
3072,negative
3073,positive
3074,negative
3075,positive
3076,negative
3077,negative
3078,negative
3079,positive
3080,negative
3081,positive
3082,positive
3083,positive
3084,positive
3085,positive
3086,positive
3087,positive
3088,negative
3089,negative
3090,positive
3091,positive
3092,negative
3093,positive
3094,negative
3095,positive
3096,positive
3097,positive
3098,negative
3099,positive
3100,negative
3101,positive
3102,positive
3103,positive
3104,positive
3105,positive
3106,negative
3107,negative
3108,positive
3109,negative
3110,positive
3111,positive
3112,negative
3113,positive
3114,positive
3115,positive
3116,positive
3117,positive
3118,positive
3119,positive
3120,negative
3121,positive
3122,positive
3123,negative
3124,positive
3125,positive
3126,positive
3127,positive
3128,positive
3129,positive
3130,positive
3131,positive
3132,positive
3133,positive
3134,positive
3135,positive
3136,positive
3137,positive
3138,negative
3139,positive
3140,positive
3141,negative
3142,negative
3143,positive
3144,positive
3145,positive
3146,positive
3147,positive
3148,positive
3149,negative
3150,positive
3151,positive
3152,positive
3153,positive
3154,positive
3155,negative
3156,negative
3157,positive
3158,positive
3159,negative
3160,positive
3161,positive
3162,positive
3163,positive
3164,positive
3165,positive
3166,positive
3167,positive
3168,positive
3169,negative
3170,positive
3171,positive
3172,negative
3173,negative
3174,positive
3175,positive
3176,positive
3177,neutral
3178,positive
3179,positive
3180,positive
3181,positive
3182,negative
3183,positive
3184,negative
3185,positive
3186,positive
3187,positive
3188,positive
3189,negative
3190,positive
3191,positive
3192,positive
3193,negative
3194,positive
3195,negative
3196,positive
3197,positive
3198,negative
3199,negative
3200,negative
3201,negative
3202,positive
3203,positive
3204,positive
3205,negative
3206,positive
3207,positive
3208,positive
3209,positive
3210,positive
3211,negative
3212,negative
3213,positive
3214,positive
3215,negative
3216,positive
3217,negative
3218,negative
3219,positive
3220,positive
3221,positive
3222,positive
3223,positive
3224,positive
3225,positive
3226,positive
3227,positive
3228,negative
3229,positive
3230,negative
3231,negative
3232,negative
3233,positive
3234,positive
3235,positive
3236,negative
3237,negative
3238,positive
3239,negative
3240,positive
3241,neutral
3242,positive
3243,positive
3244,positive
3245,positive
3246,positive
3247,positive
3248,negative
3249,negative
3250,positive
3251,positive
3252,positive
3253,positive
3254,negative
3255,negative
3256,positive
3257,positive
3258,positive
3259,negative
3260,positive
3261,positive
3262,positive
3263,positive
3264,negative
3265,positive
3266,neutral
3267,negative
3268,positive
3269,negative
3270,negative
3271,positive
3272,positive
3273,positive
3274,positive
3275,positive
3276,positive
3277,positive
3278,positive
3279,positive
3280,positive
3281,positive
3282,positive
3283,positive
3284,positive
3285,negative
3286,positive
3287,negative
3288,positive
3289,positive
3290,negative
3291,positive
3292,negative
3293,positive
3294,positive
3295,positive
3296,positive
3297,negative
3298,positive
3299,positive
3300,positive
3301,positive
3302,positive
3303,negative
3304,positive
3305,positive
3306,positive
3307,positive
3308,positive
3309,positive
3310,negative
3311,positive
3312,positive
3313,positive
3314,negative
3315,positive
3316,positive
3317,negative
3318,positive
3319,positive
3320,positive
3321,positive
3322,positive
3323,positive
3324,positive
3325,negative
3326,negative
3327,positive
3328,negative
3329,positive
3330,negative
3331,positive
3332,positive
3333,negative
3334,positive
3335,positive
3336,negative
3337,positive
3338,positive
3339,negative
3340,negative
3341,positive
3342,positive
3343,negative
3344,negative
3345,negative
3346,positive
3347,negative
3348,positive
3349,positive
3350,positive
3351,negative
3352,neutral
3353,positive
3354,negative
3355,positive
3356,negative
3357,positive
3358,negative
3359,positive
3360,positive
3361,positive
3362,positive
3363,negative
3364,positive
3365,positive
3366,positive
3367,positive
3368,negative
3369,positive
3370,neutral
3371,neutral
3372,positive
3373,positive
3374,negative
3375,positive
3376,negative
3377,negative
3378,positive
3379,positive
3380,positive
3381,negative
3382,negative
3383,positive
3384,positive
3385,positive
3386,positive
3387,negative
3388,negative
3389,positive
3390,positive
3391,positive
3392,positive
3393,positive
3394,negative
3395,positive
3396,negative
3397,negative
3398,positive
3399,negative
3400,positive
3401,positive
3402,positive
3403,positive
3404,positive
3405,negative
3406,positive
3407,negative
3408,positive
3409,positive
3410,positive
3411,positive
3412,positive
3413,positive
3414,positive
3415,positive
3416,positive
3417,negative
3418,negative
3419,positive
3420,positive
3421,positive
3422,negative
3423,negative
3424,positive
3425,negative
3426,positive
3427,positive
3428,positive
3429,positive
3430,positive
3431,positive
3432,positive
3433,negative
3434,positive
3435,positive
3436,positive
3437,negative
3438,positive
3439,positive
3440,negative
3441,positive
3442,positive
3443,negative
3444,negative
3445,positive
3446,positive
3447,positive
3448,positive
3449,positive
3450,positive
3451,negative
3452,positive
3453,negative
3454,positive
3455,positive
3456,positive
3457,positive
3458,positive
3459,positive
3460,positive
3461,positive
3462,negative
3463,positive
3464,positive
3465,positive
3466,positive
3467,positive
3468,positive
3469,positive
3470,positive
3471,positive
3472,positive
3473,positive
3474,positive
3475,positive
3476,positive
3477,negative
3478,positive
3479,positive
3480,neutral
3481,positive
3482,positive
3483,negative
3484,negative
3485,positive
3486,positive
3487,positive
3488,positive
3489,positive
3490,positive
3491,positive
3492,positive
3493,positive
3494,positive
3495,positive
3496,positive
3497,positive
3498,positive
3499,positive
3500,positive
3501,negative
3502,positive
3503,positive
3504,positive
3505,positive
3506,positive
3507,negative
3508,positive
3509,positive
3510,negative
3511,positive
3512,positive
3513,positive
3514,negative
3515,positive
3516,positive
3517,negative
3518,positive
3519,positive
3520,positive
3521,positive
3522,positive
3523,positive
3524,negative
3525,positive
3526,positive
3527,positive
3528,positive
3529,negative
3530,negative
3531,positive
3532,neutral
3533,negative
3534,positive
3535,positive
3536,negative
3537,positive
3538,positive
3539,positive
3540,positive
3541,negative
3542,positive
3543,positive
3544,positive
3545,positive
3546,positive
3547,positive
3548,positive
3549,negative
3550,negative
3551,negative
3552,negative
3553,negative
3554,positive
3555,positive
3556,positive
3557,positive
3558,positive
3559,positive
3560,positive
3561,positive
3562,positive
3563,negative
3564,negative
3565,negative
3566,negative
3567,positive
3568,negative
3569,positive
3570,negative
3571,positive
3572,negative
3573,positive
3574,positive
3575,positive
3576,positive
3577,positive
3578,positive
3579,negative
3580,positive
3581,positive
3582,positive
3583,negative
3584,negative
3585,positive
3586,positive
3587,positive
3588,positive
3589,negative
3590,positive
3591,positive
3592,negative
3593,positive
3594,positive
3595,positive
3596,negative
3597,positive
3598,positive
3599,negative
3600,negative
3601,positive
3602,positive
3603,negative
3604,positive
3605,positive
3606,positive
3607,positive
3608,positive
3609,positive
3610,positive
3611,positive
3612,negative
3613,neutral
3614,positive
3615,positive
3616,positive
3617,negative
3618,positive
3619,positive
3620,negative
3621,positive
3622,positive
3623,positive
3624,positive
3625,negative
3626,positive
3627,negative
3628,positive
3629,negative
3630,negative
3631,positive
3632,positive
3633,positive
3634,negative
3635,negative
3636,positive
3637,positive
3638,negative
3639,positive
3640,negative
3641,positive
3642,positive
3643,positive
3644,positive
3645,positive
3646,positive
3647,positive
3648,negative
3649,positive
3650,positive
3651,positive
3652,negative
3653,positive
3654,positive
3655,positive
3656,positive
3657,positive
3658,negative
3659,negative
3660,positive
3661,positive
3662,negative
3663,negative
3664,positive
3665,positive
3666,positive
3667,negative
3668,positive
3669,positive
3670,negative
3671,positive
3672,negative
3673,positive
3674,positive
3675,positive
3676,positive
3677,positive
3678,positive
3679,positive
3680,positive
3681,positive
3682,positive
3683,negative
3684,positive
3685,negative
3686,positive
3687,positive
3688,negative
3689,positive
3690,positive
3691,positive
3692,positive
3693,neutral
3694,negative
3695,positive
3696,positive
3697,negative
3698,positive
3699,negative
3700,positive
3701,negative
3702,negative
3703,negative
3704,positive
3705,negative
3706,positive
3707,neutral
3708,positive
3709,positive
3710,positive
3711,negative
3712,positive
3713,positive
3714,positive
3715,negative
3716,negative
3717,positive
3718,negative
3719,positive
3720,positive
3721,positive
3722,positive
3723,positive
3724,negative
3725,positive
3726,negative
3727,positive
3728,negative
3729,negative
3730,positive
3731,positive
3732,negative
3733,negative
3734,negative
3735,positive
3736,positive
3737,positive
3738,positive
3739,positive
3740,positive
3741,positive
3742,positive
3743,negative
3744,positive
3745,negative
3746,negative
3747,negative
3748,negative
3749,positive
3750,positive
3751,positive
3752,positive
3753,positive
3754,negative
3755,positive
3756,positive
3757,positive
3758,positive
3759,positive
3760,positive
3761,positive
3762,positive
3763,negative
3764,negative
3765,positive
3766,positive
3767,positive
3768,negative
3769,positive
3770,negative
3771,positive
3772,negative
3773,positive
3774,negative
3775,negative
3776,negative
3777,positive
3778,negative
3779,positive
3780,positive
3781,positive
3782,positive
3783,positive
3784,positive
3785,positive
3786,positive
3787,positive
3788,positive
3789,negative
3790,positive
3791,positive
3792,positive
3793,positive
3794,positive
3795,negative
3796,positive
3797,positive
3798,positive
3799,positive
3800,positive
3801,negative
3802,positive
3803,negative
3804,positive
3805,negative
3806,positive
3807,negative
3808,positive
3809,positive
3810,positive
3811,positive
3812,negative
3813,negative
3814,positive
3815,negative
3816,positive
3817,positive
3818,positive
3819,positive
3820,negative
3821,negative
3822,negative
3823,positive
3824,positive
3825,positive
3826,positive
3827,positive
3828,negative
3829,positive
3830,negative
3831,positive
3832,negative
3833,positive
3834,positive
3835,negative
3836,positive
3837,neutral
3838,positive
3839,positive
3840,positive
3841,positive
3842,negative
3843,positive
3844,positive
3845,positive
3846,positive
3847,positive
3848,positive
3849,positive
3850,positive
3851,positive
3852,negative
3853,positive
3854,positive
3855,negative
3856,negative
3857,positive
3858,positive
3859,positive
3860,negative
3861,positive
3862,positive
3863,positive
3864,positive
3865,negative
3866,negative
3867,positive
3868,negative
3869,positive
3870,negative
3871,positive
3872,negative
3873,negative
3874,positive
3875,negative
3876,positive
3877,positive
3878,negative
3879,positive
3880,positive
3881,positive
3882,positive
3883,negative
3884,positive
3885,positive
3886,positive
3887,positive
3888,negative
3889,positive
3890,positive
3891,positive
3892,negative
3893,positive
3894,negative
3895,positive
3896,positive
3897,positive
3898,negative
3899,positive
3900,positive
3901,positive
3902,negative
3903,positive
3904,positive
3905,positive
3906,positive
3907,positive
3908,positive
3909,positive
3910,positive
3911,negative
3912,negative
3913,positive
3914,negative
3915,positive
3916,positive
3917,positive
3918,negative
3919,positive
3920,negative
3921,negative
3922,negative
3923,negative
3924,positive
3925,positive
3926,negative
3927,positive
3928,positive
3929,positive
3930,positive
3931,positive
3932,negative
3933,negative
3934,negative
3935,positive
3936,negative
3937,positive
3938,positive
3939,positive
3940,positive
3941,positive
3942,positive
3943,positive
3944,positive
3945,positive
3946,positive
3947,positive
3948,positive
3949,negative
3950,positive
3951,positive
3952,positive
3953,positive
3954,positive
3955,positive
3956,positive
3957,positive
3958,negative
3959,negative
3960,negative
3961,positive
3962,negative
3963,negative
3964,negative
3965,positive
3966,negative
3967,positive
3968,negative
3969,positive
3970,positive
3971,neutral
3972,negative
3973,positive
3974,negative
3975,negative
3976,positive
3977,positive
3978,positive
3979,negative
3980,negative
3981,negative
3982,negative
3983,positive
3984,positive
3985,positive
3986,negative
3987,positive
3988,positive
3989,positive
3990,negative
3991,positive
3992,positive
3993,positive
3994,positive
3995,positive
3996,negative
3997,positive
3998,negative
3999,negative
4000,positive
4001,positive
4002,negative
4003,negative
4004,positive
4005,positive
4006,positive
4007,positive
4008,positive
4009,negative
4010,negative
4011,positive
4012,positive
4013,positive
4014,positive
4015,positive
4016,positive
4017,positive
4018,positive
4019,positive
4020,positive
4021,positive
4022,positive
4023,positive
4024,positive
4025,positive
4026,negative
4027,positive
4028,positive
4029,negative
4030,positive
4031,negative
4032,positive
4033,positive
4034,positive
4035,positive
4036,negative
4037,positive
4038,negative
4039,positive
4040,negative
4041,positive
4042,positive
4043,negative
4044,positive
4045,positive
4046,positive
4047,negative
4048,negative
4049,positive
4050,positive
4051,positive
4052,positive
4053,positive
4054,negative
4055,negative
4056,negative
4057,positive
4058,negative
4059,negative
4060,positive
4061,positive
4062,negative
4063,positive
4064,positive
4065,positive
4066,positive
4067,positive
4068,positive
4069,positive
4070,positive
4071,positive
4072,positive
4073,negative
4074,positive
4075,positive
4076,positive
4077,positive
4078,positive
4079,positive
4080,negative
4081,positive
4082,positive
4083,positive
4084,positive
4085,positive
4086,negative
4087,negative
4088,positive
4089,positive
4090,positive
4091,positive
4092,positive
4093,positive
4094,negative
4095,positive
4096,positive
4097,positive
4098,positive
4099,positive
4100,negative
4101,negative
4102,negative
4103,positive
4104,negative
4105,positive
4106,positive
4107,positive
4108,positive
4109,positive
4110,positive
4111,positive
4112,positive
4113,negative
4114,positive
4115,positive
4116,positive
4117,positive
4118,positive
4119,positive
4120,negative
4121,positive
4122,negative
4123,negative
4124,positive
4125,positive
4126,positive
4127,positive
4128,positive
4129,positive
4130,positive
4131,negative
4132,positive
4133,positive
4134,positive
4135,positive
4136,positive
4137,negative
4138,positive
4139,positive
4140,negative
4141,negative
4142,negative
4143,positive
4144,positive
4145,positive
4146,positive
4147,positive
4148,positive
4149,negative
4150,positive
4151,positive
4152,positive
4153,negative
4154,positive
4155,negative
4156,positive
4157,negative
4158,positive
4159,positive
4160,positive
4161,negative
4162,negative
4163,negative
4164,positive
4165,positive
4166,negative
4167,positive
4168,positive
4169,positive
4170,negative
4171,negative
4172,positive
4173,positive
4174,negative
4175,positive
4176,positive
4177,negative
4178,positive
4179,positive
4180,negative
4181,negative
4182,positive
4183,negative
4184,negative
4185,positive
4186,positive
4187,positive
4188,positive
4189,negative
4190,positive
4191,positive
4192,positive
4193,positive
4194,positive
4195,positive
4196,positive
4197,positive
4198,negative
4199,negative
4200,positive
4201,negative
4202,positive
4203,positive
4204,positive
4205,positive
4206,positive
4207,positive
4208,positive
4209,positive
4210,positive
4211,positive
4212,positive
4213,negative
4214,positive
4215,positive
4216,positive
4217,negative
4218,positive
4219,positive
4220,positive
4221,positive
4222,positive
4223,positive
4224,positive
4225,negative
4226,positive
4227,positive
4228,positive
4229,positive
4230,negative
4231,positive
4232,negative
4233,positive
4234,negative
4235,negative
4236,positive
4237,positive
4238,positive
4239,positive
4240,positive
4241,positive
4242,neutral
4243,negative
4244,negative
4245,positive
4246,positive
4247,positive
4248,negative
4249,negative
4250,neutral
4251,negative
4252,positive
4253,positive
4254,negative
4255,positive
4256,positive
4257,positive
4258,positive
4259,positive
4260,positive
4261,positive
4262,positive
4263,positive
4264,positive
4265,positive
4266,neutral
4267,negative
4268,positive
4269,positive
4270,positive
4271,positive
4272,positive
4273,positive
4274,positive
4275,positive
4276,positive
4277,negative
4278,positive
4279,negative
4280,positive
4281,positive
4282,positive
4283,negative
4284,negative
4285,positive
4286,positive
4287,positive
4288,positive
4289,positive
4290,positive
4291,positive
4292,positive
4293,negative
4294,positive
4295,positive
4296,negative
4297,positive
4298,negative
4299,positive
4300,positive
4301,positive
4302,positive
4303,negative
4304,positive
4305,negative
4306,positive
4307,negative
4308,negative
4309,negative
4310,positive
4311,negative
4312,positive
4313,positive
4314,negative
4315,positive
4316,positive
4317,negative
4318,positive
4319,negative
4320,positive
4321,positive
4322,positive
4323,positive
4324,positive
4325,positive
4326,positive
4327,positive
4328,positive
4329,negative
4330,positive
4331,positive
4332,positive
4333,negative
4334,negative
4335,positive
4336,negative
4337,negative
4338,positive
4339,negative
4340,negative
4341,negative
4342,positive
4343,positive
4344,positive
4345,positive
4346,positive
4347,positive
4348,negative
4349,negative
4350,positive
4351,positive
4352,negative
4353,positive
4354,positive
4355,positive
4356,positive
4357,positive
4358,negative
4359,negative
4360,negative
4361,positive
4362,positive
4363,negative
4364,positive
4365,positive
4366,negative
4367,positive
4368,negative
4369,positive
4370,negative
4371,negative
4372,positive
4373,positive
4374,negative
4375,negative
4376,positive
4377,positive
4378,positive
4379,positive
4380,positive
4381,positive
4382,positive
4383,negative
4384,positive
4385,positive
4386,positive
4387,negative
4388,positive
4389,positive
4390,negative
4391,positive
4392,positive
4393,positive
4394,positive
4395,negative
4396,positive
4397,negative
4398,negative
4399,negative
4400,positive
4401,positive
4402,negative
4403,positive
4404,negative
4405,positive
4406,positive
4407,negative
4408,negative
4409,negative
4410,positive
4411,negative
4412,positive
4413,positive
4414,positive
4415,positive
4416,positive
4417,positive
4418,positive
4419,negative
4420,negative
4421,positive
4422,negative
4423,positive
4424,negative
4425,positive
4426,positive
4427,positive
4428,positive
4429,positive
4430,positive
4431,positive
4432,negative
4433,positive
4434,positive
4435,negative
4436,positive
4437,negative
4438,positive
4439,negative
4440,positive
4441,positive
4442,positive
4443,negative
4444,positive
4445,positive
4446,positive
4447,positive
4448,negative
4449,positive
4450,positive
4451,positive
4452,positive
4453,negative
4454,negative
4455,positive
4456,positive
4457,positive
4458,positive
4459,positive
4460,positive
4461,positive
4462,positive
4463,negative
4464,negative
4465,positive
4466,negative
4467,negative
4468,negative
4469,negative
4470,negative
4471,negative
4472,negative
4473,positive
4474,positive
4475,positive
4476,positive
4477,negative
4478,positive
4479,positive
4480,positive
4481,positive
4482,positive
4483,negative
4484,positive
4485,negative
4486,negative
4487,positive
4488,positive
4489,positive
4490,negative
4491,positive
4492,negative
4493,positive
4494,positive
4495,negative
4496,negative
4497,positive
4498,positive
4499,positive
4500,positive
4501,negative
4502,negative
4503,positive
4504,positive
4505,positive
4506,positive
4507,negative
4508,negative
4509,positive
4510,positive
4511,positive
4512,positive
4513,positive
4514,negative
4515,negative
4516,negative
4517,positive
4518,positive
4519,negative
4520,positive
4521,negative
4522,positive
4523,positive
4524,positive
4525,positive
4526,positive
4527,positive
4528,positive
4529,negative
4530,positive
4531,negative
4532,positive
4533,negative
4534,positive
4535,positive
4536,positive
4537,positive
4538,positive
4539,negative
4540,positive
4541,positive
4542,positive
4543,negative
4544,positive
4545,positive
4546,positive
4547,positive
4548,negative
4549,positive
4550,positive
4551,positive
4552,negative
4553,positive
4554,positive
4555,positive
4556,positive
4557,positive
4558,negative
4559,negative
4560,positive
4561,positive
4562,neutral
4563,negative
4564,negative
4565,positive
4566,positive
4567,positive
4568,positive
4569,negative
4570,positive
4571,negative
4572,positive
4573,positive
4574,positive
4575,positive
4576,negative
4577,positive
4578,positive
4579,negative
4580,positive
4581,positive
4582,positive
4583,negative
4584,negative
4585,positive
4586,positive
4587,positive
4588,neutral
4589,positive
4590,positive
4591,positive
4592,positive
4593,positive
4594,positive
4595,positive
4596,positive
4597,positive
4598,positive
4599,positive
4600,positive
4601,positive
4602,positive
4603,positive
4604,negative
4605,positive
4606,positive
4607,positive
4608,positive
4609,negative
4610,positive
4611,positive
4612,positive
4613,positive
4614,negative
4615,negative
4616,negative
4617,positive
4618,positive
4619,negative
4620,positive
4621,positive
4622,negative
4623,positive
4624,positive
4625,positive
4626,positive
4627,positive
4628,neutral
4629,positive
4630,positive
4631,positive
4632,positive
4633,positive
4634,positive
4635,positive
4636,positive
4637,positive
4638,negative
4639,positive
4640,positive
4641,positive
4642,positive
4643,negative
4644,positive
4645,positive
4646,positive
4647,positive
4648,positive
4649,positive
4650,positive
4651,positive
4652,positive
4653,positive
4654,positive
4655,positive
4656,positive
4657,negative
4658,positive
4659,negative
4660,negative
4661,positive
4662,negative
4663,positive
4664,positive
4665,positive
4666,positive
4667,negative
4668,positive
4669,positive
4670,negative
4671,positive
4672,negative
4673,positive
4674,positive
4675,negative
4676,positive
4677,positive
4678,negative
4679,negative
4680,negative
4681,positive
4682,positive
4683,positive
4684,positive
4685,negative
4686,positive
4687,negative
4688,positive
4689,negative
4690,negative
4691,negative
4692,positive
4693,positive
4694,positive
4695,positive
4696,positive
4697,negative
4698,positive
4699,positive
4700,negative
4701,positive
4702,positive
4703,positive
4704,positive
4705,positive
4706,positive
4707,positive
4708,positive
4709,positive
4710,positive
4711,negative
4712,positive
4713,positive
4714,neutral
4715,negative
4716,negative
4717,positive
4718,positive
4719,negative
4720,positive
4721,positive
4722,negative
4723,positive
4724,positive
4725,positive
4726,negative
4727,negative
4728,positive
4729,positive
4730,positive
4731,negative
4732,negative
4733,negative
4734,positive
4735,positive
4736,negative
4737,negative
4738,positive
4739,positive
4740,negative
4741,positive
4742,positive
4743,positive
4744,positive
4745,negative
4746,positive
4747,negative
4748,positive
4749,positive
4750,positive
4751,positive
4752,positive
4753,positive
4754,positive
4755,negative
4756,positive
4757,positive
4758,positive
4759,positive
4760,positive
4761,positive
4762,positive
4763,positive
4764,positive
4765,negative
4766,positive
4767,positive
4768,positive
4769,positive
4770,positive
4771,positive
4772,negative
4773,positive
4774,positive
4775,positive
4776,positive
4777,negative
4778,positive
4779,positive
4780,positive
4781,positive
4782,positive
4783,positive
4784,negative
4785,positive
4786,negative
4787,positive
4788,positive
4789,positive
4790,positive
4791,positive
4792,positive
4793,negative
4794,positive
4795,positive
4796,positive
4797,positive
4798,positive
4799,positive
4800,positive
4801,positive
4802,positive
4803,positive
4804,negative
4805,negative
4806,positive
4807,positive
4808,positive
4809,positive
4810,positive
4811,positive
4812,positive
4813,positive
4814,positive
4815,negative
4816,positive
4817,positive
4818,negative
4819,positive
